income_level,env_identity_score,freq_ev,freq_hsr,diet_type,appliance_efficiency,freq_waste_sorting,freq_reduce_disposable,income_numeric,direct_rebound_score,psych_rebound_score
Medium,24.235398168213813,0.5214220423483239,0.9133928946458437,Omnivore,2,0.18533601589039478,0.5444428961216681,2,0.7260456952110435,0.4968901146867638
Low,71.17726296427226,0.8789885058996086,0.41793157524319086,Vegetarian,5,0.9140815720689442,1.0,1,0.4523310657289533,0.8037834006522956
High,62.012496239937654,0.5401089365028688,0.3916941310510266,Vegetarian,5,0.3850703834786806,0.5344141341735853,3,1.0,0.6591012701313864
Medium,66.42513075991087,0.17870612093260885,0.6306197665869231,Vegetarian,2,0.9954299228551706,0.9240084701745774,2,0.7771181656426135,0.7872191697787148
High,49.328067088744426,0.7849361183390478,0.7608285163647334,Vegetarian,2,0.5587751070198019,0.3388521250061149,3,1.0,0.629586688120183
Medium,54.23314681534362,0.6652041034810672,0.6774405346363046,Omnivore,2,0.7079231290027239,0.7584370450172925,2,0.7589567281162519,0.6858534524522628
Low,53.834625952452406,0.7127180029585496,0.3139894404330693,Omnivore,1,0.6029432256746052,0.47488349592510465,1,0.5395963015551062,0.5536549145653262
Medium,75.32434476109559,0.9819875907661296,1.0,Vegetarian,3,0.7639211170858439,1.0,2,0.40120021294456526,0.7669500070017166
High,54.3186024509536,0.571174120689113,1.0,Vegetarian,3,0.48511522853078454,0.5331548625202234,3,1.0,0.7202083412422751
Medium,91.23990483164697,0.1753548962288918,0.7355558473989947,Vegetarian,2,0.8830982885148744,0.5069378903069173,2,0.31497221514751716,0.8083506929702579
High,66.46293628522557,1.0,1.0,Vegetarian,5,0.13048129059511104,1.0,3,1.0,0.6440288774066318
High,40.864760100064025,0.6350119274374753,0.7828992118835438,Omnivore,5,0.5211995628926327,0.40309278108626434,3,1.0,0.5352293903341915
Low,58.071805601220646,0.6232575096731313,0.5278357230117273,Omnivore,4,1.0,0.32293953801617814,1,0.7117534452446054,0.7016166187277604
Low,50.22487316765377,0.6663053231282923,0.5132959175798844,Vegetarian,1,0.33641063133802074,0.24332333683663193,1,0.7023024930377118,0.598656387559934
Medium,27.08426295269964,0.5465137087012035,0.6265744890739486,Omnivore,5,0.0,0.0,2,0.8776535330952565,0.319543801051993
Medium,83.99206410170684,0.3052575297362701,0.8391972620058943,Vegan,4,1.0,0.27020380677596634,2,0.3333679353688229,0.9011413768802032
High,70.54713813330005,1.0,0.6439650188977645,Vegetarian,2,0.7809894264350954,0.46122533381570735,3,0.5512923157779809,0.665123849932943
High,67.99810976848968,1.0,1.0,Vegetarian,2,0.860913575859326,0.6281035538467178,3,0.927763238986385,0.7252958953660585
Medium,62.481054904495565,0.5529755860174398,0.7938681921598627,Omnivore,1,0.7254705740896616,0.40631327551930935,2,0.744119445360304,0.6274571681958107
Low,39.269736469613434,0.48856116058484156,0.8511967447371951,Vegetarian,3,0.20722977924051145,0.0,1,0.6531989880442102,0.5214871668326354
Medium,52.74574290666845,0.11393818312798532,0.4530022147012177,Vegan,1,0.7092286299328734,0.0,2,0.7228337338750275,0.767173482758694
Low,72.6267116217602,0.18395166149978384,0.8966412206252877,Vegetarian,4,0.6276695450340336,0.8872461958971316,1,0.17088685993101058,0.7810323112112898
High,44.23169955326246,0.5395648455635287,0.5391345472129339,Omnivore,2,0.27712220264968856,0.33426318765869995,3,0.9368156509024563,0.5185245200870149
Medium,22.023460256237797,0.31084615551739325,0.6365309116760672,Omnivore,1,0.34792115260987927,0.0,2,0.7539444097397436,0.4191616426091738
Medium,56.59340988328611,0.9536564509632712,1.0,Vegetarian,4,0.6004890490648463,0.36494368345568023,2,0.879828514200939,0.7204164524077149
Low,57.873636689586924,0.7836227424434298,1.0,Vegetarian,2,0.6613633663017771,0.51966453723577,1,0.6120846391059246,0.7229756214079076
Medium,62.033451246220636,0.6599242952590599,0.6643879342653791,Vegetarian,1,0.6958274632447597,0.8035510274294132,2,0.6979443006986766,0.7693551231736672
Medium,70.92777965271804,0.617648089017605,1.0,Omnivore,4,0.8753375343626915,0.3851529744163903,2,0.43864059715492704,0.6137061008544136
Medium,69.56408718346813,0.16736753072665134,1.0,Vegetarian,5,0.954983451527044,0.7699833955330686,2,0.9258257203339155,0.7713184638561614
Low,63.881547078658826,0.9784566721842839,0.9450770653182006,Omnivore,4,0.6811230974711842,0.5256877831319919,1,0.7055211106350164,0.5903058671103242
Medium,77.93297082130064,0.47504069824021,0.5380749774891403,Vegetarian,3,1.0,0.5382371661290064,2,0.4320183891534973,0.9047956745067405
High,37.21545328780028,0.3069256024472448,0.8657858957180966,Omnivore,5,0.5984927231056136,0.5720377164382773,3,0.958410940079048,0.6198176331700377
Low,67.56872721716086,0.4937988957157461,0.4427480224351156,Vegetarian,2,0.8236426178273673,0.2795976781541014,1,0.5403353377970401,0.683581920511346
Low,69.39807545005414,0.8739980116130832,1.0,Omnivore,2,0.5790293908721726,0.8625201897343022,1,0.6464052466349168,0.6398439621483316
Low,41.40656570879641,0.8872910017773294,0.7236933243459223,Omnivore,4,0.6100065016441462,0.00263298179079291,1,0.68840280494248,0.4651667196703802
Medium,37.45694086976416,0.010965916056447256,0.5724254406604004,Omnivore,4,0.4600844023574059,0.1392449484455618,2,0.748643660194881,0.4423470033433924
Medium,48.81086810286598,0.8862957447513997,0.3010609351640223,Omnivore,1,0.2196440758543281,0.29143877477435054,2,0.8013167456529978,0.5211645389470707
Medium,50.07687836227062,0.2714842174998585,0.6311681264034628,Omnivore,1,0.2639170184171562,0.3840543799685746,2,0.7040550451310316,0.4179232572191788
Low,71.30129195253646,0.13897236396842308,1.0,Vegan,3,0.4700184623120979,0.0,1,0.21873133662158892,0.7601971969570804
Medium,50.78191824463357,0.8477902703628744,0.27489258750947104,Vegan,1,0.26918723282457047,0.45484473231803607,2,0.7692450425676295,0.6977623919178327
Medium,47.15477222578194,0.8638667559882083,0.7104220189107147,Omnivore,4,0.2524194050226286,0.0,2,0.8187884479204962,0.4946421464606644
Medium,50.82549394958161,0.59623107984235,1.0,Vegetarian,4,0.6755593912979319,0.4738360099950773,2,0.8146783155737966,0.6937928781875443
High,76.77948501231317,0.8744337572963584,0.778738424826587,Omnivore,2,0.7842270135509033,0.7221273549455364,3,0.5513580783084655,0.7574326529276443
Low,60.19565061565428,0.8131202726214194,0.7291539405404218,Vegan,3,0.7785207110932149,0.7946234533363341,1,0.6103765858868017,0.8574639179823224
Medium,57.31123461964632,0.7863095527102798,0.8651162282973515,Vegetarian,4,0.3491134341760851,0.07699919394150972,2,0.8094365457707285,0.6398221013106823
Medium,58.34991751948423,0.8901054734427041,0.7546869211746046,Omnivore,3,0.2751295977440712,0.5550478609795676,2,0.8240962962026035,0.5381547575699464
Medium,79.38090501489785,0.6527474475967034,0.5655062163120417,Omnivore,4,0.6211737817526383,0.6471986511420016,2,0.47613074498441865,0.6514168008108018
Medium,48.76242410095137,0.9676470927328087,0.2623676595746173,Omnivore,3,0.6262079079809919,0.23603052858806822,2,0.837162978147749,0.6071605087935353
Medium,79.73262436410155,1.0,1.0,Vegetarian,3,0.9469490271018844,0.3419829311760742,2,0.40600403209488706,0.7870659910334374
High,63.15744448382255,0.3165446099986326,1.0,Omnivore,4,0.5861551363391891,0.5505644820330213,3,0.9401008185437786,0.6072552770404639
Low,57.593709270369786,0.8495437595541221,0.39433267937901456,Vegetarian,1,0.6404229897539787,0.8810235665574351,1,0.5741801993752674,0.6965561274374585
Low,97.51350746901423,0.599822257748589,0.6985202565978246,Vegetarian,2,0.8738158724685272,0.7404320482210537,1,0.24872551761156403,0.8457325607745066
Medium,44.165407653021056,0.3875663382998321,0.5910565240900788,Vegan,3,0.2965263816781434,0.7441690385548346,2,0.8660081946024313,0.5880329857487118
Medium,54.69471360649491,0.613072309882715,1.0,Vegan,3,0.6264778565995783,0.7995752824226647,2,0.816101297010602,0.792859136480412
Low,41.51353141254,0.055965557262007026,0.47682797353367756,Omnivore,4,0.5477130507012716,0.0,1,0.5602719889493961,0.5091738975129867
Low,74.28692955804254,0.6064611187670799,1.0,Vegetarian,2,1.0,0.36128868808509385,1,0.2556987103094081,0.7774015647626924
Low,85.33783400477519,0.9708905700266667,0.48164704467394237,Vegetarian,4,0.6536941888230648,0.5465210102296145,1,0.38135065231806975,0.7451965418743521
High,85.04884172106958,0.5134615161389688,1.0,Vegan,5,0.6258315801974836,1.0,3,0.6247188070459834,0.9237024906019754
Low,78.35923129719006,0.5263898947694251,0.9525432343597152,Omnivore,3,0.6845263333503071,0.6470120087885147,1,0.24322933349545883,0.7367082752053791
Medium,57.035692983060514,0.9394808877148755,0.943956143403007,Omnivore,5,0.692996498127187,0.8624948081290931,2,1.0,0.618925168948972
Low,54.521385337652305,0.4285638378056973,0.6402964492246146,Omnivore,2,0.9467678575945333,0.4134240629705573,1,0.6731280048151285,0.6830036643584962
Medium,34.93245341258903,0.3583676323323983,0.9566565525740054,Omnivore,4,0.37765509007430453,0.686716133960976,2,0.7970175075224863,0.5131067305705853
Low,90.53810302772689,0.5405366481233782,0.6192567652230405,Omnivore,5,0.7329591023080659,0.8901844627009398,1,0.46588792820178226,0.7429143885985766
Medium,67.03467117222702,0.5194527665175563,0.38408518113962214,Omnivore,5,0.44253297644475986,0.5299022960206231,2,0.9261434708441018,0.676035490566144
Low,52.620646426957755,0.6319913441314688,0.658620175242346,Vegetarian,4,0.40971585077639705,0.7909210657206496,1,0.840131303072712,0.7128026199964631
High,79.92085333480452,1.0,1.0,Vegetarian,4,0.8450846382469569,0.5146266341902757,3,0.583852837688414,0.843163671917435
Low,45.40853224859999,0.45210220576431426,0.9819694978806947,Omnivore,1,0.5966030537853664,0.9846234749225733,1,0.5197757941891981,0.5883706608864797
Medium,66.0993305133401,0.8174809350901403,0.8476526230556585,Omnivore,4,0.704709077536164,0.11235731721831249,2,0.7744045986823571,0.5799573745941029
High,57.41056298563748,0.7337206613520806,0.8591905620935409,Vegetarian,4,0.4301366738700363,0.34926233392300765,3,1.0,0.5818673906243661
Medium,69.58015709820451,0.33848051036797766,0.47779361178977797,Vegan,2,0.43421437309429195,0.6100710396403717,2,0.7760621951870732,0.7566513354172995
Medium,59.04639691220818,0.6579508281194142,1.0,Vegetarian,3,0.7216278451199335,0.26951015857434757,2,0.9085858103869311,0.6994966717921948
Medium,38.23608163333164,0.7177222547434914,0.9781400911308551,Vegetarian,5,0.2722241868040942,0.4369431326422238,2,0.8866999980939513,0.539880030103758
Medium,61.13364559005057,0.5580489756294875,0.9621386218371956,Omnivore,2,0.5177599223331538,0.47327003066851203,2,0.7741672042290543,0.5847972734891589
Medium,75.73296212813042,0.15661497313472342,0.8448558469695906,Vegetarian,2,0.5545275752218346,0.7300740696596958,2,0.3011741236446904,0.7126163180696052
High,59.56175391219022,0.3698828751608249,1.0,Omnivore,2,0.2847908190662489,0.22961544177875093,3,0.9232341458088688,0.5063557709417044
Medium,71.6267268238363,0.3852977208902282,1.0,Omnivore,1,1.0,0.29204988048349184,2,0.28244157809339016,0.7060188131185756
Medium,44.3170577148892,0.2826256059514931,0.8660157820890646,Omnivore,4,0.311447604347637,0.360727453408102,2,0.8152020508968372,0.5166468838634437
Medium,59.60608810095222,0.6734208002468706,0.669831438222049,Omnivore,3,0.20318669213536966,0.7154442352090182,2,0.7305196789373744,0.5523122520463253
Medium,50.63234317367134,0.018348661673632582,0.8711839945498691,Omnivore,4,0.538909967407061,0.9749698313327053,2,0.8166721235426174,0.6728262838151833
Low,71.20471260157065,0.8556817770495199,0.9314644895385187,Vegetarian,1,0.6823946319555966,0.045189418688980076,1,0.25936373488677583,0.5906229395321847
Medium,60.47237343392994,0.2653424748069332,0.6966038550045661,Omnivore,5,0.23017036605416946,0.44482224092223804,2,0.8137099552731502,0.5099595232702906
High,70.35110514504919,0.6100218462161023,0.658429497413322,Vegetarian,2,0.9316739336293783,0.7191201557791548,3,0.5571944479063781,0.8378386053841459
Low,76.315656392368,0.6279098279439242,0.7885890741991624,Vegetarian,3,0.8956204821724553,0.745541180846157,1,0.2673749105266901,0.7037508373010994
Medium,70.37427862682082,0.3159256009389575,0.9257827991675021,Omnivore,5,0.8722449239826688,0.22018816237754213,2,0.3783113071969811,0.7236251561141749
Low,64.09677651440467,0.8844713135755276,0.7486187272831177,Omnivore,4,0.6945290503949263,0.31607596226625573,1,0.7217236558417017,0.5836654771973091
Medium,45.026816122328924,0.08536877932656528,0.4887085688130285,Vegetarian,4,0.18957250554444083,0.37107894801407,2,0.7952223121747929,0.5312433494681457
Low,59.95820833999648,0.44438236230106487,1.0,Omnivore,1,0.5871347149280866,1.0,1,0.5667314484479652,0.6757231621835089
Medium,52.00364396976251,0.84942226945489,0.7914857158062254,Omnivore,1,0.4238736685165646,0.7162952902833721,2,0.762827759549915,0.5217203257845868
Medium,54.8390406494366,0.6158438944212358,0.34187036647278296,Vegetarian,4,0.41836628648158514,0.5621207891356856,2,0.8685671426412659,0.7170545801401431
Medium,54.38198773874624,0.29232951584263345,0.6402264443198566,Omnivore,4,0.8710974702817369,0.0,2,0.8640900752053969,0.5840047925744604
Medium,45.30111637826633,0.4207602077764607,1.0,Omnivore,2,0.2547567930118234,0.0,2,0.6970460624650956,0.5124651091937795
Medium,30.639921162990152,0.7066943803425146,0.9084361370149027,Omnivore,3,0.2137695575337178,0.0,2,0.8116250025733992,0.4656272710502914
High,49.9778542750835,1.0,0.5731360553194246,Omnivore,3,0.5073270485408755,0.523886389842515,3,0.9926981995083091,0.55991462178718
Low,62.90069177886239,0.8931387183794335,1.0,Omnivore,2,0.7077800890543428,0.48330993958231583,1,0.6978185920857383,0.5816609468942238
Medium,39.77734431858765,0.3424328083823768,0.27548962995114845,Omnivore,4,0.7362315724586699,0.1409187105687592,2,0.742346804250344,0.62780773066773
Low,60.235233547074365,0.9981978792878575,1.0,Omnivore,3,0.5696493682971133,0.6022942189574876,1,0.7299467932531398,0.518817178159562
High,88.50402636466447,0.3035046635310583,0.688225224307998,Omnivore,5,0.9432233249216558,0.28431979976507127,3,0.7055794474974558,0.677130896460347
High,75.34584832878359,0.32762975580841514,0.38582342194633723,Vegan,3,0.5126000993027268,0.38343758028670866,3,0.5391371448091171,0.8349339302232457
Medium,84.65312263680794,0.9238405151711938,0.8570736497023664,Vegetarian,2,0.9616336263586379,0.6856763046281973,2,0.5583283233723737,0.7568904041643976
High,65.8669181539909,0.399462686833052,0.6883050204569632,Vegetarian,5,1.0,1.0,3,1.0,0.7706710306538542
Medium,77.51264734479669,0.16076926839624087,0.9266522419307772,Omnivore,1,0.6896467728819355,0.9146321695668396,2,0.2592123995577289,0.6753069650488215
Medium,49.14052904298319,0.23714807323650222,1.0,Omnivore,1,0.6520108073465427,0.538815736385883,2,0.6459585036702338,0.5964298121249348
Low,50.334895994670234,0.4261001539808602,1.0,Vegetarian,4,0.22126812062242485,0.29923765187489887,1,0.6815231064129961,0.4804922332574967
Medium,18.912896907937906,0.7305662704334048,0.49579448415138133,Omnivore,5,0.1201255395102093,0.1521577487800837,2,0.9543548709488066,0.4336913336109291
Low,77.79218211063449,0.7243355265512055,0.8188066542595227,Omnivore,5,0.7189322880857336,1.0,1,0.3541500205388945,0.6917748004159902
High,83.1048596972983,0.5376212175604205,0.5637020288159651,Omnivore,2,0.9014646984084439,1.0,3,0.46266429028832196,0.7818800643437588
Medium,51.702341319790946,0.5032704481005844,0.3060593154801182,Omnivore,3,0.4891008489571233,0.35886484317152734,2,0.7207585194148285,0.49978192814079264
Medium,56.190724404041475,0.9262141053985687,0.9221686122552321,Vegetarian,2,0.7877537704994118,0.6034395593727778,2,0.7848574594526139,0.7111246227398185
Low,48.692068294635575,0.8150077769837577,0.30789796702587013,Omnivore,3,0.3841867170792727,0.6799969445476096,1,0.6805237190265876,0.5573502790990238
Medium,65.73980327216238,0.3231897848317934,1.0,Vegetarian,1,0.8035678389706156,0.6704706284733644,2,0.6671456938260316,0.7671017168911792
Low,76.8739881795486,1.0,0.9234600859199905,Vegetarian,4,0.8010263088549152,0.2478062930591327,1,0.4612008641232703,0.7724278031362912
Medium,33.858420391784385,0.708620400435131,0.3678750801850053,Vegan,5,0.12283532131121999,0.058659870571692224,2,0.9533232210748203,0.6343103069850118
Low,66.14157795963378,0.06244935566678178,0.8702308333108185,Vegetarian,1,0.21572828846189762,0.7733693527879766,1,0.47940032311411795,0.594834283072487
High,55.84992342421282,0.2351607132886387,0.46224733372316296,Omnivore,4,0.5878311669536551,0.29636954082228906,3,1.0,0.5684014705948692
Medium,61.70091587950034,0.16840794901002998,0.7472417869079138,Vegetarian,3,0.4800923441812574,1.0,2,0.8079525185970882,0.7111199968876837
Medium,66.88491002511437,0.7278558680501468,1.0,Vegetarian,1,0.723912938959385,0.46509517447739435,2,0.7225333581804838,0.7448595909795436
Medium,57.17696341840768,0.1837389258424279,0.7478041105026758,Vegetarian,2,0.3196612034188908,0.07631547063685534,2,0.6978149305138514,0.5699321276115541
Medium,58.44619719891329,0.5114867692088335,0.44093030429211466,Vegetarian,3,0.6911684759427367,0.7974346405388755,2,0.7523171911404413,0.7374931099780004
Medium,56.79187248668042,0.09326012018083174,1.0,Vegetarian,2,0.8816140175473816,0.3652704265306366,2,0.7779555877611666,0.8238202519953027
Medium,74.55474302682423,1.0,0.55954213140413,Omnivore,2,0.6976694018192054,0.5370428989320664,2,0.39195548178849215,0.5833169792303051
High,66.28139940191245,0.5439606135835675,1.0,Omnivore,5,0.2636006156157808,0.8127184767706006,3,1.0,0.5440736253082187
Medium,63.30875306606041,0.9081320565606308,0.7958960545461353,Vegetarian,1,0.621945875462981,0.23044270261148253,2,0.7965204447303901,0.5571558154725269
High,40.93572418361576,1.0,0.6584203800123805,Omnivore,2,0.2668540473062762,0.3657689630450984,3,0.9516703559377732,0.4449142524040155
High,54.32130385180269,0.2061286473136808,1.0,Omnivore,3,0.35372560813317033,0.089268859855687,3,1.0,0.43299260840717796
Low,73.48003740508761,0.564135187198732,1.0,Omnivore,4,0.6928808836645184,0.6351135558544181,1,0.2801175586470886,0.7464153013563133
High,60.56544859685884,0.2246560557068929,0.33573803993923346,Vegetarian,4,0.804981986177465,0.013096827822298818,3,0.9539185864143263,0.6671014825805099
Low,69.89297204383708,0.9086927663029059,0.6456391748207877,Omnivore,3,0.5835513226558282,0.3301894284649422,1,0.6557441362892057,0.5692903826518831
High,86.49767700491451,0.8184075447345759,1.0,Vegetarian,2,1.0,0.990304295184109,3,0.49032190885366256,0.9044160896115985
Medium,75.57909103813225,0.17494401269849683,0.3962216237358599,Omnivore,2,0.7126713623814145,1.0,2,0.337780379277933,0.6401146786461542
High,61.397375065496135,0.3102767282765669,0.8522403215894511,Omnivore,5,0.5958665394653213,0.24620245094258691,3,1.0,0.6050266346923474
High,52.33516244706409,0.583509024492739,0.9895014814092643,Omnivore,5,0.7417153621228599,0.16743434624969455,3,1.0,0.6065024485235762
High,21.69675605916153,1.0,0.7303398657803835,Omnivore,4,0.16103706229230977,0.2115158494351329,3,1.0,0.4751683932738593
Medium,57.474226162907215,0.6929091515680809,1.0,Vegetarian,3,0.7279628564985374,0.23643745542126265,2,0.8298541414327596,0.711557043729048
Medium,55.109812562747265,0.8676188661891324,1.0,Vegetarian,5,0.5056253663708408,0.7405471973713036,2,1.0,0.5934149959340328
Low,65.85549291593064,0.36645664633997965,1.0,Vegetarian,5,0.770477319728465,0.13174709297420317,1,0.7063726986318108,0.7559314993276379
Medium,57.69142159537969,0.04321369954999832,1.0,Omnivore,2,0.5238111202421283,0.29264497336505213,2,0.713196570206443,0.7082849151233372
Low,55.19422410844808,0.9743176372044141,0.9216617889917789,Omnivore,5,0.5861763057669014,1.0,1,0.8190393237495643,0.6261850273241494
Medium,33.30901604239169,0.017172990662369547,0.5689635744689405,Omnivore,4,0.384528697148606,0.39103264303112456,2,0.8222069537260884,0.4826770462435214
Medium,45.900482562749005,0.947651653081089,0.7014115227283326,Omnivore,5,0.5941460417421662,0.5578320234480546,2,0.9485129540571905,0.5419884329319666
High,67.14976561200837,0.5686774238491448,1.0,Omnivore,2,0.7674604027700391,0.5025253208130869,3,0.9580144422368126,0.5563014353944691
Medium,85.73861446699041,0.11009040502188153,1.0,Vegetarian,1,0.6885258207683858,0.27584356706315416,2,0.22627840848677092,0.7551159780591535
High,58.537119243815646,0.8891572317245082,0.5649043970588539,Omnivore,4,0.9494009919022062,0.9524747740670034,3,1.0,0.6747517157930384
Low,64.91716610361185,0.9805403040313542,0.66666262648913,Omnivore,3,0.6544063587622865,0.5995187568307068,1,0.6685222537962107,0.6373437164524379
High,74.28717235429208,1.0,1.0,Vegan,3,0.9259630230797279,0.9037923248710984,3,0.5670586984721144,0.9423503239852195
High,47.836590956996254,0.36093701120241845,0.8176947471944267,Omnivore,2,0.0003749974543669765,0.3164852902680217,3,0.8919208711824105,0.5223490559913231
Medium,65.50221064928164,0.18124780606615498,0.5064728703814092,Vegan,2,0.8157006997641066,0.5381634120913483,2,0.7677688900822837,0.8278636378965094
Medium,48.892648405017624,0.5655389146196601,0.9081583809374709,Vegan,2,0.6419883073416959,0.28744778634985924,2,0.7174306676213249,0.6928146579585293
Medium,72.97236657736516,0.7373048264283244,1.0,Vegetarian,5,0.7765155539021567,0.6698535685087886,2,0.5697253617890626,0.7824460992249075
Low,62.27104571927599,0.7394179136658656,1.0,Omnivore,3,0.17139527687946227,0.3777132199653318,1,0.6573346552070426,0.4916914213802757
Medium,64.4767772097216,0.1810503604721475,1.0,Vegetarian,2,0.5003303125753323,0.278623928090154,2,0.6702276237430304,0.7504494051331377
Medium,48.26102103872117,0.9590070867644345,0.44935175945987504,Omnivore,2,0.27786163857440543,0.3427263396086568,2,0.7627790385049376,0.5279843196862032
Low,70.60548539416178,0.7387392562892379,1.0,Omnivore,3,0.9386264473924584,0.7467247580773748,1,0.3217558097262421,0.6969912492841411
Medium,91.27069381846525,0.9470469188705548,0.9821423126278727,Vegetarian,3,0.6720317069184639,1.0,2,0.39279463707422474,0.8680063767939326
Low,44.88132456857691,0.5400657152841718,1.0,Omnivore,1,0.5596447702348594,0.0,1,0.6543120461677748,0.5574494644156063
Low,54.90361488528714,0.4142768475898826,0.604345903851315,Omnivore,3,0.49111149342339,0.7235376895678312,1,0.6483788765428111,0.5333211389622619
Low,63.474112112521375,0.977182906594996,0.37942161319803963,Vegetarian,5,0.8513313582293114,0.3194723975481457,1,0.7128284078874919,0.7516897479737961
High,71.79609317993724,0.882121370819836,0.8349564345594324,Vegetarian,2,0.7637422869695466,0.2959866869521565,3,0.48636782032893916,0.8369082611113899
Medium,51.60680572065797,0.8668735827991789,0.5278716334211675,Omnivore,2,0.3869677471952171,0.14421838858939168,2,0.8278748723080476,0.42071616892917774
High,17.504545647858897,1.0,0.8027520180155927,Omnivore,5,0.020157068402752915,0.9270335379943633,3,1.0,0.39415434380999803
Medium,80.38784241246037,0.7753546270086592,1.0,Omnivore,5,0.7155395884265572,0.8932110748688805,2,0.560604717326012,0.6830644991212156
Medium,71.40759179376214,0.6489386785186749,1.0,Omnivore,1,0.09567680755132157,0.24961439655332113,2,0.2563961217938707,0.5127237980281507
Medium,33.85578704270002,0.0035108509106506203,1.0,Omnivore,2,0.6926624680091271,0.11640128555688395,2,0.7186783173682298,0.534197973636504
Medium,50.88646812330666,0.04001964073900599,0.7074563542177397,Vegetarian,1,0.7716431864037945,0.01687478293287692,2,0.7198598212963216,0.6681990183020743
Low,83.52273644290989,0.3008512160511163,1.0,Vegetarian,4,0.8488317586433888,0.2988233687104882,1,0.2990220540456811,0.7567482999762866
Medium,81.71694627686799,0.2860084318559952,1.0,Omnivore,4,1.0,0.27249529857869803,2,0.4712108040904613,0.7063379675144008
Low,74.07960034018417,0.3547587951998453,1.0,Omnivore,1,0.7335453161476446,0.3046506721809969,1,0.17181480223398193,0.6961035220695382
Medium,57.35831349060206,0.3049346376976608,0.7945688535225749,Omnivore,2,0.6608460152122521,0.7077415140071388,2,0.6734510722603446,0.7031482139820325
Medium,61.24481128218765,0.36006549355072826,0.9320901660263063,Omnivore,2,0.8098288613727078,0.830080479819058,2,0.6754885405203173,0.7216664534523295
Low,58.0361129231081,0.42053769006887654,0.9906875602944207,Omnivore,3,0.5326710476370927,0.20713667076699654,1,0.5539764733285,0.6040231817267918
Low,76.92359674903255,0.19886633845601467,0.6377023869665897,Omnivore,5,0.9240284414424152,0.5170359045799254,1,0.33535949824798555,0.6947215917037448
Medium,46.86236390257335,0.04236193195278204,1.0,Omnivore,1,0.10928213281776383,0.6421011437763797,2,0.6492262268540521,0.6106411804133844
Medium,47.91300517673693,0.6739444490730234,1.0,Vegetarian,5,0.5220446626230907,0.4102551729057693,2,0.8675259995063274,0.569230824148773
Low,75.15411880254024,0.6373348248430777,0.8410099091926372,Vegetarian,5,0.7486604429985713,0.7307684090245326,1,0.38043663070324113,0.7858497243781152
High,59.334578167326576,0.6441442022201196,0.9977400739465103,Omnivore,5,0.5253141169181389,0.33901047662089046,3,1.0,0.5954819073576519
Low,80.67701033180712,0.7344399411683523,1.0,Omnivore,4,0.7654292692695907,1.0,1,0.35795385459591256,0.7181583634638007
Medium,49.92731689529182,0.8276794072035405,0.9118841319979394,Vegetarian,1,0.450887299679325,0.9312691178966496,2,0.8013892879462119,0.7388661730601386
High,59.178324594917626,0.6276929091162047,0.8430067313032237,Vegan,2,0.8133829153107669,0.7100169521130085,3,0.893464605929929,0.8442046198431531
Low,46.1638052273407,0.6411194650519794,1.0,Omnivore,2,0.44999219054858813,0.20461365002229517,1,0.6228678065975203,0.5673184816339469
Low,60.11044022135351,0.9535722238351587,0.749478910375662,Vegetarian,1,1.0,0.10582369814609732,1,0.6113285309396572,0.7371215032837467
Low,37.82179594501802,0.8396244958615607,0.2502119362116937,Vegetarian,2,0.19031468419323827,0.8387697822454969,1,0.676269508212267,0.5785556035934124
Medium,52.685498685675554,0.42600081050240945,1.0,Omnivore,2,0.637795694554314,0.5370872011926556,2,0.6659786064610901,0.5613598641179177
Low,38.456192026078234,0.644716837814743,0.8662622324469419,Omnivore,1,0.5635331860076589,0.356079943920369,1,0.6396469997977006,0.5397208006474015
Medium,70.40884849786887,0.27707092191593974,1.0,Omnivore,2,0.6261721380354067,0.8003361251403074,2,0.33945023257913226,0.6165484548828926
Low,70.74884009639477,0.6605221848950898,0.49229164292666816,Omnivore,5,0.464784913679839,0.5977642261751189,1,0.43135814566964215,0.45142550772630563
Medium,34.046059042734825,0.9813282911384428,0.20098323572339047,Omnivore,2,0.2501550599595271,0.2041932620249215,2,0.8508975396848997,0.3446853958520797
High,80.00828618250858,0.8183151152025222,1.0,Vegan,5,0.5358716891187358,1.0,3,0.574943635849116,0.8426474272558991
High,97.4612268962978,1.0,0.6350344403320634,Vegetarian,5,0.8099059543625123,1.0,3,0.7166821508090515,0.8397870504478301
Medium,60.69009580104512,0.4073349205032607,1.0,Omnivore,5,0.6843308136221814,1.0,2,0.9153057684614151,0.7210155581720115
Medium,50.38328609663033,0.9988448271846312,1.0,Omnivore,3,1.0,0.8942843150560097,2,0.8390325796055471,0.7078890812610797
Medium,100.0,0.6792200352275578,1.0,Vegetarian,3,1.0,0.23857789080999214,2,0.41839036533657686,0.830677789387393
Medium,40.21547252546234,0.042268994235934554,0.33233957372018263,Omnivore,2,0.28055019801683445,0.5847502067045551,2,0.6602509966872218,0.45826591096661845
Medium,60.30159700303648,0.5867547966913881,0.96890660957599,Omnivore,1,0.7921485829437663,0.6522336930707094,2,0.7009396684706444,0.7871887991474499
Low,62.69433408947885,0.27457269567959663,1.0,Vegan,2,0.5542192426350514,0.3378545925045743,1,0.5609537517314775,0.7708948838438705
High,80.17721430678623,0.33248132203589476,0.8264177163348143,Vegetarian,4,0.6277620159052948,1.0,3,0.5574224064871843,0.8330753389652863
